acquisitions_id,acquired_company,acquiring_company,year_of_acquisition_announcement,price,price_disclosed,status,terms,country_hq,country_hq_bidder,city_hq,city_hq_bidder,target_main_category,bidder_main_category,market_categories,market_categories_bidder,target_age_at_acquisition,bidder_age_at_acquisition,cross_border,same_country,target_has_category,number_of_acquisitions,number_of_employees,total_funding_usd,cluster
Google acquired ITA Software in 2011,ITA Software,Google,2011,"$700,000,000",1,Undisclosed,Cash,United States,United States,Cambridge,Mountain View,Travel,Software,Travel,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",15.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Jaiku in 2007,Jaiku,Google,2007,"$12,000,000",1,Undisclosed,Cash,Finland,United States,Helsinki,Mountain View,Mobile,Software,Mobile,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,9.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Jambool in 2010,Jambool,Google,2010,"$70,000,000",1,Undisclosed,Undisclosed,United States,United States,San Francisco,Mountain View,Virtual Currency,Software,"Virtual Currency, Virtual Goods, Finance, E-Commerce, Internet, Facebook Applications, Social Media","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Jetpac in 2014,Jetpac,Google,2014,Undisclosed amount,0,Complete,Undisclosed,United States,United States,San Francisco,Mountain View,Travel,Software,Travel,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired JotSpot in 2006,JotSpot,Google,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,8.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired JustSpotted in 2011,JustSpotted,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Twitter Applications,Software,"Twitter Applications, Search","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,13.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Kaltix in 2003,Kaltix,Google,2003,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,5.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Katango in 2011,Katango,Google,2011,Undisclosed amount,0,Undisclosed,"Cash, Stock",United States,United States,Palo Alto,Mountain View,Networking,Software,"Networking, Social Search, Social Media, None","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",0.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Keyhole Inc. in 2004,Keyhole Inc.,Google,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,6.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired KikScore in 2012,KikScore,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Washington,Mountain View,Small and Medium Businesses,Software,"Small and Medium Businesses, E-Commerce","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired LabPixies in 2010,LabPixies,Google,2010,"$25,000,000",1,Undisclosed,"Cash, Stock",Israel,United States,Tel Aviv,Mountain View,Curated Web,Software,"Curated Web, Web Tools","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,12.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Like.com in 2010,Like.com,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Mateo,Mountain View,Photography,Software,"Photography, Search","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",24.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Lynx Design in 2014,Lynx Design,Google,2014,Undisclosed amount,0,Pending,Undisclosed,United States,United States,San Francisco,Mountain View,Hardware + Software,Software,Hardware + Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Marratech in 2007,Marratech,Google,2007,Undisclosed amount,0,Undisclosed,Cash,Sweden,United States,Stockholm,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",9.0,9.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired mDialog in 2014,mDialog,Google,2014,Undisclosed amount,0,Complete,Undisclosed,Canada,United States,Toronto,Mountain View,Advertising,Software,Advertising,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",9.0,16.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Measure Map in 2006,Measure Map,Google,2006,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Demographies,Software,"Demographies, Big Data Analytics, Analytics, Advertising","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,8.0,0,0,1,161.0,52069.0,25100000.0,3
Google acquired Meebo in 2012,Meebo,Google,2012,"$100,000,000",1,Undisclosed,Undisclosed,United States,United States,Mountain View,Mountain View,Messaging,Software,"Messaging, Curated Web, Web Development, Social Network Media, Chat, Internet","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",7.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired MentorWave Technologies in 2010,MentorWave Technologies,Google,2010,"$12,000,000",1,Undisclosed,Undisclosed,Israel,United States,Herzliya,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",8.0,12.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Metaweb Technologies in 2010,Metaweb Technologies,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,Mountain View,Curated Web,Software,"Curated Web, Databases","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Milk in 2012,Milk,Google,2012,Undisclosed amount,0,Undisclosed,Cash,United States,United States,San Francisco,Mountain View,Apps,Software,"Apps, Mobile","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired modu in 2011,modu,Google,2011,"$4,900,000",1,Undisclosed,Cash,Israel,United States,Kfar Saba,Mountain View,Wireless,Software,"Wireless, Mobile","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,13.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Motorola Mobility in 2012,Motorola Mobility,Google,2012,"$12,500,000,000",1,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,14.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Neotonic Software in 2003,Neotonic Software,Google,2003,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",2.0,5.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Nest Labs in 2014,Nest Labs,Google,2014,"$3,200,000,000",1,Complete,Cash,United States,United States,Palo Alto,Mountain View,Internet of Things,Software,"Internet of Things, Hardware + Software","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Neven Vision in 2006,Neven Vision,Google,2006,Undisclosed amount,0,Undisclosed,Cash,United States,United States,Santa Monica,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,8.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Nik Software in 2012,Nik Software,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,Germany,United States,Hamburg,Mountain View,Photo Editing,Software,"Photo Editing, Photography, Software, Technology, Image Recognition","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",17.0,14.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Omnisio in 2008,Omnisio,Google,2008,"$15,000,000",1,Undisclosed,Cash,United States,United States,Atherton,Mountain View,File Sharing,Software,"File Sharing, Video, Games","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,10.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired On2 Technologies in 2010,On2 Technologies,Google,2010,"$130,000,000",1,Undisclosed,"Cash, Stock",United States,United States,Clifton Park,Mountain View,Content,Software,"Content, Software, SaaS, Video","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",18.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Orion in 2006,Orion,Google,2006,Undisclosed amount,0,Undisclosed,Undisclosed,Australia,United States,Sydney,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,8.0,1,0,0,161.0,52069.0,25100000.0,3
Google acquired Outride in 2001,Outride,Google,2001,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,3.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Panoramio in 2007,Panoramio,Google,2007,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,9.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired PeakStream in 2007,PeakStream,Google,2007,"$20,300,000",1,Undisclosed,Cash,United States,United States,Redwood City,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",2.0,9.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Phatbits in 2005,Phatbits,Google,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,7.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Phonetic Arts in 2010,Phonetic Arts,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,Great Britain,United States,Cambridge,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Picasa in 2004,Picasa,Google,2004,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,6.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Picnik in 2010,Picnik,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Seattle,Mountain View,Curated Web,Software,"Curated Web, Photo Sharing, Photography","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired PittPatt in 2011,PittPatt,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,13.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Plannr in 2010,Plannr,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Mobile,Software,Mobile,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Plink Search in 2010,Plink Search,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Visual Search,Software,"Visual Search, Computer Vision, Search","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,12.0,0,0,1,161.0,52069.0,25100000.0,3
Google acquired Plink Solutions in 2010,Plink Solutions,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Consulting,Software,Consulting,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,0,0,1,161.0,52069.0,25100000.0,3
Google acquired Polar in 2014,Polar,Google,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Los Gatos,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,1,0,161.0,52069.0,25100000.0,3
Google acquired Postini in 2007,Postini,Google,2007,"$625,000,000",1,Undisclosed,Cash,United States,United States,San Carlos,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",8.0,9.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired PostRank in 2011,PostRank,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Waterloo,Mountain View,Test and Measurement,Software,"Test and Measurement, Analytics, Social Media","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,13.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Punchd in 2011,Punchd,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,Mountain View,Android,Software,"Android, iPhone, Loyalty Programs, Mobile","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",0.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired PushLife in 2011,PushLife,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Toronto,Mountain View,Mobile Commerce,Software,"Mobile Commerce, Digital Media","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,13.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Pyra Labs in 2003,Pyra Labs,Google,2003,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,5.0,0,1,0,161.0,52069.0,25100000.0,3
Google acquired Quest Visual in 2014,Quest Visual,Google,2014,Undisclosed amount,0,Pending,Cash,,United States,,Mountain View,Translation,Software,"Translation, iPhone, Software, Visualization","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,16.0,0,0,1,161.0,52069.0,25100000.0,3
Google acquired Quickoffice in 2012,Quickoffice,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Plano,Mountain View,iPhone,Software,"iPhone, Mobile","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",19.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Quiksee in 2010,Quiksee,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,Israel,United States,Tel Aviv,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",6.0,12.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Rangespan in 2014,Rangespan,Google,2014,Undisclosed amount,0,Complete,Undisclosed,Great Britain,United States,London,Mountain View,Supply Chain Management,Software,"Supply Chain Management, Analytics, E-Commerce","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,16.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired reCAPTCHA in 2009,reCAPTCHA,Google,2009,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Security,Software,Security,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,11.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired reMail in 2010,reMail,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Messaging,Software,Messaging,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",2.0,12.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Reqwireless in 2005,Reqwireless,Google,2005,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,7.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired RightsFlow in 2011,RightsFlow,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,Mountain View,Transaction Processing,Software,"Transaction Processing, Publishing, Legal, Licensing, Music, Accounting","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Ruba in 2010,Ruba,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Reviews and Recommendations,Software,"Reviews and Recommendations, Guides, Curated Web, Travel & Tourism, Travel, Internet","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired SageTV in 2011,SageTV,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Inglewood,Mountain View,Games,Software,Games,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",9.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired SayNow in 2010,SayNow,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,Mountain View,Messaging,Software,Messaging,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Schaft in 2013,Schaft,Google,2013,"$20,000,000",1,Undisclosed,Undisclosed,Japan,United States,,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,15.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Simplify Media in 2010,Simplify Media,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Redwood City,Mountain View,Mobile,Software,Mobile,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Skia in 2005,Skia,Google,2005,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,7.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Skybox Imaging in 2014,Skybox Imaging,Google,2014,"$500,000,000",1,Pending,Undisclosed,United States,United States,Mountain View,Mountain View,Big Data,Software,"Big Data, Aerospace","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired SlickLogin in 2014,SlickLogin,Google,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,Mountain View,Security,Software,Security,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Slide in 2010,Slide,Google,2010,"$182,000,000",1,Undisclosed,Undisclosed,United States,United States,San Francisco,Mountain View,Software,Software,"Software, Social Network Media, Photography, Web Tools, Public Relations","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired SocialDeck in 2010,SocialDeck,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Waterloo,Mountain View,iPhone,Software,"iPhone, Social Media, Mobile, Games","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",2.0,12.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired SocialGrapple in 2011,SocialGrapple,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,13.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Songza in 2014,Songza,Google,2014,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Sparkbuy in 2011,Sparkbuy,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Seattle,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Sparrow in 2012,Sparrow,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Mac,Software,"Mac, Messaging, Email","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",2.0,14.0,0,0,1,161.0,52069.0,25100000.0,3
Google acquired Spider.io in 2014,Spider.io,Google,2014,Undisclosed amount,0,Undisclosed,Undisclosed,Great Britain,United States,London,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,1,0,0,161.0,52069.0,25100000.0,3
Google acquired Sprinks in 2003,Sprinks,Google,2003,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,5.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Talaria in 2013,Talaria,Google,2013,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,15.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired TalkBin in 2011,TalkBin,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,Mountain View,Messaging,Software,Messaging,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Teracent in 2009,Teracent,Google,2009,Undisclosed amount,0,Undisclosed,Cash,United States,United States,San Mateo,Mountain View,Advertising,Software,Advertising,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,11.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired The Dealmap in 2011,The Dealmap,Google,2011,"$30,000,000",1,Undisclosed,"Cash, Stock",United States,United States,Menlo Park,Mountain View,Local Search,Software,"Local Search, Local Coupons, Social Media, Mobile, Local, None","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Titan Aerospace in 2014,Titan Aerospace,Google,2014,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Moriarty,Mountain View,Manufacturing,Software,Manufacturing,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired TNC in 2008,TNC,Google,2008,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,10.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Tonic Systems in 2007,Tonic Systems,Google,2007,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,9.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Trendalyzer in 2007,Trendalyzer,Google,2007,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,9.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Twitch in 2014,Twitch,Google,2014,"$1,000,000,000",1,Complete,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,16.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired TxVia in 2012,TxVia,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,New York City,Mountain View,Finance,Software,"Finance, Financial Services, PaaS, Mobile","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",6.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Upstartle in 2006,Upstartle,Google,2006,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Unknown,Software,,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,8.0,0,0,0,161.0,52069.0,25100000.0,3
Google acquired Urchin Software in 2005,Urchin Software,Google,2005,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,7.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired VirusTotal in 2012,VirusTotal,Google,2012,Undisclosed amount,0,Undisclosed,Undisclosed,Spain,United States,Cabanillas Del Campo,Mountain View,Analytics,Software,Analytics,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",8.0,14.0,1,0,1,161.0,52069.0,25100000.0,0
Google acquired Wavii in 2013,Wavii,Google,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Seattle,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,15.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Waze in 2013,Waze,Google,2013,"$996,000,000",1,Undisclosed,Undisclosed,United States,United States,Palo Alto,Mountain View,Navigation,Software,"Navigation, Transportation","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",6.0,15.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Where2 in 2004,Where2,Google,2004,Undisclosed amount,0,Undisclosed,Cash,,United States,,Mountain View,Software,Software,Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,6.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Widevine Technologies in 2010,Widevine Technologies,Google,2010,"$160,000,000",1,Undisclosed,Cash,United States,United States,Seattle,Mountain View,Internet TV,Software,"Internet TV, Consumer Electronics, Digital Rights Management, Games","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",12.0,12.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Wildfire Google in 2012,Wildfire,Google,2012,"$350,000,000",1,Undisclosed,Undisclosed,United States,United States,Redwood City,Mountain View,Advertising,Software,"Advertising, Sales and Marketing, Social Media, Enterprise Software","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",4.0,14.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired WIMM Labs in 2013,WIMM Labs,Google,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Los Altos,Mountain View,Hardware + Software,Software,Hardware + Software,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",3.0,15.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired YouTube in 2006,YouTube,Google,2006,"$1,700,000,000",1,Undisclosed,Stock,United States,United States,San Bruno,Mountain View,Online Rental,Software,"Online Rental, Entertainment, Video, Games","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",1.0,8.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Zagat in 2011,Zagat,Google,2011,"$151,000,000",1,Undisclosed,Cash,United States,United States,New York City,Mountain View,Reviews and Recommendations,Software,"Reviews and Recommendations, Curated Web, Restaurants, Local","Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",32.0,13.0,0,1,1,161.0,52069.0,25100000.0,0
Google acquired Zave Networks in 2011,Zave Networks,Google,2011,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",5.0,13.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Zenter in 2007,Zenter,Google,2007,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,9.0,0,0,1,161.0,52069.0,25100000.0,0
Google acquired Zetawire in 2010,Zetawire,Google,2010,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Toronto,Mountain View,Curated Web,Software,Curated Web,"Software, Video Streaming, Email, Search, Information Technology, Blogging Platforms",,12.0,1,0,1,161.0,52069.0,25100000.0,0
